Level,Workout_Type,Duration_Min,Calories_Burned,Food_Item,Calories,Protein_g,Carbs_g,Fats_g,Goal,Meal,Workout_Duration_Min,Workout_Calories,Food_Calories,Net_Calories
Intermediate,Yoga,,357.0,Chicken,,60.5,294.1,89.5,Muscle Gain,Breakfast,88.0,,1659.0,1302.0
Intermediate,Cardio,,576.0,Chicken,,54.0,122.9,98.2,Muscle Gain,Snack,82.0,,1465.0,889.0
Intermediate,Cardio,,448.0,Fruits,,14.1,276.2,21.4,Weight Loss,Dinner,60.0,,2663.0,2215.0
Beginner,HIIT,,661.0,Fish,,57.8,194.9,65.6,Weight Loss,Breakfast,57.0,,3075.0,2414.0
Beginner,HIIT,,362.0,Fish,,63.6,150.2,21.8,Muscle Gain,Breakfast,48.0,,2251.0,1889.0
Intermediate,Strength,,847.0,Chicken,,78.9,181.2,23.1,Fitness,Lunch,24.0,,3233.0,2386.0
Beginner,Strength,,592.0,Chicken,,35.1,217.4,35.6,Muscle Gain,Lunch,29.0,,1614.0,1022.0
Beginner,HIIT,,241.0,Chicken,,56.7,197.7,42.0,Muscle Gain,Snack,75.0,,2771.0,2530.0
Advanced,Strength,,271.0,Egg,,56.8,210.0,19.2,Fitness,Dinner,44.0,,3040.0,2769.0
Advanced,HIIT,,392.0,Oats,,54.2,197.6,96.0,Muscle Gain,Dinner,63.0,,3402.0,3010.0
Advanced,HIIT,,475.0,Milk,,56.9,116.1,75.2,Fitness,Breakfast,67.0,,2966.0,2491.0
Intermediate,HIIT,,362.0,Vegetables,,54.9,174.5,13.0,Fitness,Breakfast,60.0,,2232.0,1870.0
Advanced,Strength,,178.0,Milk,,73.3,58.2,71.5,Weight Loss,Dinner,34.0,,3401.0,3223.0
Beginner,Strength,,432.0,Vegetables,,18.0,152.1,68.5,Muscle Gain,Snack,82.0,,2721.0,2289.0
Intermediate,Strength,,433.0,Fruits,,63.9,255.8,65.3,Fitness,Dinner,76.0,,2891.0,2458.0
Intermediate,Cardio,,887.0,Chicken,,65.5,258.3,15.5,Weight Loss,Snack,25.0,,1252.0,365.0
Beginner,HIIT,,175.0,Chicken,,71.0,193.5,41.3,Weight Loss,Snack,78.0,,2814.0,2639.0
Advanced,Cardio,,223.0,Milk,,14.4,208.7,50.8,Weight Loss,Snack,71.0,,1835.0,1612.0
Advanced,HIIT,,664.0,Vegetables,,76.8,173.7,54.3,Weight Loss,Breakfast,76.0,,2296.0,1632.0
Advanced,HIIT,,725.0,Egg,,15.9,94.9,79.6,Weight Loss,Lunch,56.0,,1929.0,1204.0
Intermediate,Strength,,460.0,Chicken,,37.3,198.5,23.7,Weight Loss,Lunch,40.0,,2947.0,2487.0
Intermediate,Strength,,564.0,Vegetables,,51.0,140.4,64.2,Weight Loss,Breakfast,47.0,,2282.0,1718.0
Advanced,Yoga,,154.0,Chicken,,25.0,142.7,57.9,Fitness,Breakfast,28.0,,1629.0,1475.0
Advanced,Cardio,,797.0,Fruits,,11.8,73.5,90.3,Fitness,Dinner,52.0,,3172.0,2375.0
Intermediate,Cardio,,390.0,Fruits,,38.5,243.1,27.0,Fitness,Breakfast,55.0,,1259.0,869.0
Beginner,Yoga,,874.0,Paneer,,65.2,106.4,86.7,Weight Loss,Breakfast,30.0,,2100.0,1226.0
Beginner,HIIT,,592.0,Rice,,42.4,224.0,70.4,Fitness,Lunch,38.0,,1526.0,934.0
Intermediate,Strength,,703.0,Paneer,,24.4,198.0,97.5,Fitness,Lunch,77.0,,2066.0,1363.0
Advanced,Yoga,,572.0,Chicken,,77.2,56.4,92.9,Muscle Gain,Snack,35.0,,1327.0,755.0
Advanced,HIIT,,446.0,Vegetables,,67.1,69.2,27.8,Muscle Gain,Snack,46.0,,1811.0,1365.0
Advanced,Cardio,,385.0,Egg,,33.6,64.6,66.5,Weight Loss,Dinner,49.0,,2734.0,2349.0
Beginner,Cardio,,726.0,Paneer,,16.0,199.9,32.8,Weight Loss,Dinner,36.0,,2406.0,1680.0
Advanced,Strength,,785.0,Fish,,54.2,294.9,63.3,Fitness,Breakfast,45.0,,2145.0,1360.0
Beginner,Cardio,,678.0,Paneer,,22.7,242.4,58.3,Muscle Gain,Lunch,41.0,,1656.0,978.0
Beginner,Strength,,706.0,Vegetables,,25.9,153.2,26.8,Fitness,Dinner,28.0,,1923.0,1217.0
Advanced,Strength,,556.0,Oats,,69.9,210.0,91.8,Weight Loss,Lunch,56.0,,2511.0,1955.0
Advanced,Cardio,,420.0,Oats,,68.9,199.2,70.5,Muscle Gain,Lunch,54.0,,2750.0,2330.0
Beginner,Cardio,,708.0,Fruits,,24.2,288.8,51.1,Weight Loss,Snack,68.0,,1803.0,1095.0
Intermediate,Yoga,,843.0,Egg,,30.6,149.1,42.9,Weight Loss,Breakfast,67.0,,3362.0,2519.0
Beginner,Strength,,749.0,Fruits,,15.2,267.5,29.5,Muscle Gain,Dinner,34.0,,1631.0,882.0
Beginner,HIIT,,892.0,Egg,,42.9,86.0,32.4,Muscle Gain,Lunch,88.0,,3495.0,2603.0
Advanced,Yoga,,628.0,Egg,,43.7,197.8,68.8,Weight Loss,Breakfast,65.0,,1891.0,1263.0
Beginner,Cardio,,873.0,Paneer,,76.9,200.1,94.6,Fitness,Dinner,71.0,,1590.0,717.0
Beginner,HIIT,,572.0,Egg,,20.5,272.9,89.6,Weight Loss,Snack,84.0,,2651.0,2079.0
Intermediate,HIIT,,697.0,Paneer,,60.8,149.3,87.0,Fitness,Snack,49.0,,1532.0,835.0
Beginner,HIIT,,882.0,Rice,,65.9,234.2,80.7,Weight Loss,Dinner,57.0,,2427.0,1545.0
Beginner,Strength,,584.0,Chicken,,22.8,252.1,48.3,Muscle Gain,Breakfast,47.0,,2345.0,1761.0
Beginner,Strength,,563.0,Vegetables,,25.5,254.4,54.9,Fitness,Lunch,86.0,,1438.0,875.0
Intermediate,Strength,,583.0,Chicken,,38.7,102.4,88.6,Muscle Gain,Dinner,28.0,,3476.0,2893.0
Advanced,Cardio,,720.0,Fish,,52.9,55.6,93.0,Fitness,Lunch,42.0,,1822.0,1102.0
Beginner,Cardio,,697.0,Milk,,36.5,219.0,14.9,Muscle Gain,Snack,74.0,,2310.0,1613.0
Advanced,Yoga,,188.0,Fruits,,59.1,199.4,47.4,Muscle Gain,Lunch,23.0,,2510.0,2322.0
Beginner,Strength,,438.0,Oats,,28.2,203.3,22.1,Fitness,Lunch,43.0,,2297.0,1859.0
Advanced,Strength,,677.0,Rice,,33.8,235.0,51.3,Weight Loss,Dinner,64.0,,1554.0,877.0
Intermediate,Yoga,,380.0,Vegetables,,52.1,88.0,72.4,Weight Loss,Breakfast,84.0,,1502.0,1122.0
Beginner,HIIT,,305.0,Chicken,,23.2,105.1,47.2,Weight Loss,Dinner,48.0,,1619.0,1314.0
Intermediate,HIIT,,425.0,Fish,,50.4,247.7,41.6,Weight Loss,Snack,83.0,,2459.0,2034.0
Advanced,Strength,,846.0,Milk,,78.3,289.1,39.3,Muscle Gain,Breakfast,34.0,,2825.0,1979.0
Beginner,Strength,,498.0,Fruits,,67.0,270.3,90.4,Weight Loss,Breakfast,74.0,,1953.0,1455.0
Beginner,Yoga,,457.0,Rice,,15.0,72.6,87.7,Fitness,Snack,79.0,,1210.0,753.0
Intermediate,Strength,,534.0,Milk,,41.0,281.6,90.8,Fitness,Dinner,71.0,,1875.0,1341.0
Intermediate,HIIT,,254.0,Chicken,,22.4,201.8,26.5,Fitness,Dinner,88.0,,2938.0,2684.0
Beginner,Strength,,628.0,Chicken,,62.8,295.7,52.4,Fitness,Dinner,69.0,,2073.0,1445.0
Advanced,Strength,,869.0,Vegetables,,24.9,53.2,21.6,Muscle Gain,Dinner,74.0,,1646.0,777.0
Advanced,Yoga,,681.0,Fish,,23.8,72.8,41.0,Muscle Gain,Lunch,43.0,,1756.0,1075.0
Beginner,Yoga,,828.0,Oats,,33.0,275.9,44.2,Fitness,Dinner,89.0,,2720.0,1892.0
Advanced,Strength,,485.0,Milk,,22.3,222.8,26.8,Weight Loss,Lunch,39.0,,3448.0,2963.0
Beginner,HIIT,,267.0,Fruits,,48.8,250.1,74.8,Muscle Gain,Breakfast,48.0,,2271.0,2004.0
Advanced,Strength,,472.0,Paneer,,44.4,70.9,47.0,Muscle Gain,Breakfast,43.0,,1665.0,1193.0
Intermediate,Cardio,,260.0,Paneer,,35.1,297.3,98.4,Muscle Gain,Breakfast,39.0,,3107.0,2847.0
Intermediate,Yoga,,482.0,Vegetables,,45.2,272.9,96.7,Fitness,Lunch,26.0,,1943.0,1461.0
Advanced,Cardio,,219.0,Rice,,67.4,250.2,20.6,Weight Loss,Dinner,36.0,,1825.0,1606.0
Intermediate,Yoga,,163.0,Chicken,,50.3,74.7,39.2,Muscle Gain,Lunch,82.0,,2293.0,2130.0
Beginner,HIIT,,737.0,Fish,,34.0,134.9,71.8,Weight Loss,Snack,47.0,,2851.0,2114.0
Intermediate,HIIT,,531.0,Fish,,77.8,286.6,59.1,Fitness,Snack,64.0,,2695.0,2164.0
Beginner,HIIT,,302.0,Fruits,,77.5,79.2,96.9,Fitness,Dinner,23.0,,2715.0,2413.0
Beginner,Yoga,,363.0,Vegetables,,75.2,100.5,17.1,Weight Loss,Snack,56.0,,1581.0,1218.0
Advanced,HIIT,,735.0,Milk,,46.4,109.7,27.4,Weight Loss,Snack,72.0,,2725.0,1990.0
Intermediate,Cardio,,219.0,Vegetables,,45.9,92.4,36.9,Weight Loss,Breakfast,67.0,,1820.0,1601.0
Intermediate,Yoga,,683.0,Fish,,37.5,69.0,51.8,Muscle Gain,Lunch,84.0,,1830.0,1147.0
Advanced,HIIT,,157.0,Paneer,,10.4,290.3,19.2,Muscle Gain,Dinner,69.0,,1321.0,1164.0
Beginner,Strength,,415.0,Paneer,,65.4,91.1,32.4,Weight Loss,Dinner,80.0,,3306.0,2891.0
Advanced,HIIT,,517.0,Rice,,62.9,94.6,68.2,Muscle Gain,Breakfast,53.0,,2971.0,2454.0
Advanced,Cardio,,444.0,Milk,,18.2,150.5,83.1,Fitness,Breakfast,74.0,,1508.0,1064.0
Intermediate,HIIT,,371.0,Paneer,,67.2,235.1,91.4,Muscle Gain,Snack,55.0,,3059.0,2688.0
Beginner,HIIT,,564.0,Egg,,35.5,98.7,68.8,Weight Loss,Snack,48.0,,3231.0,2667.0
Beginner,Yoga,,884.0,Paneer,,21.4,52.6,94.3,Muscle Gain,Dinner,65.0,,3010.0,2126.0
Beginner,Cardio,,736.0,Oats,,72.1,144.6,36.5,Weight Loss,Breakfast,76.0,,1830.0,1094.0
Advanced,Strength,,781.0,Milk,,37.6,104.5,75.5,Muscle Gain,Lunch,72.0,,2652.0,1871.0
Advanced,Cardio,,738.0,Vegetables,,46.6,199.1,78.4,Weight Loss,Dinner,58.0,,1860.0,1122.0
Advanced,Cardio,,890.0,Fish,,72.7,203.6,55.1,Weight Loss,Snack,72.0,,2872.0,1982.0
Advanced,Cardio,,856.0,Oats,,73.8,212.6,58.9,Muscle Gain,Breakfast,23.0,,2184.0,1328.0
Beginner,Cardio,,483.0,Paneer,,41.4,235.8,74.7,Fitness,Snack,73.0,,3474.0,2991.0
Intermediate,Strength,,673.0,Chicken,,46.7,63.6,13.6,Muscle Gain,Breakfast,89.0,,3421.0,2748.0
Beginner,Yoga,,176.0,Paneer,,37.7,50.3,44.9,Weight Loss,Lunch,31.0,,1480.0,1304.0
Beginner,Cardio,,369.0,Chicken,,67.1,257.1,89.0,Weight Loss,Snack,78.0,,2344.0,1975.0
Beginner,Yoga,,244.0,Fruits,,52.3,63.7,43.9,Muscle Gain,Breakfast,57.0,,1740.0,1496.0
Beginner,HIIT,,758.0,Paneer,,42.9,218.2,76.2,Fitness,Dinner,84.0,,2713.0,1955.0
Advanced,Cardio,,223.0,Vegetables,,62.0,170.0,12.7,Fitness,Dinner,37.0,,2270.0,2047.0
Beginner,Yoga,,452.0,Rice,,56.6,248.2,53.6,Fitness,Dinner,76.0,,2402.0,1950.0
Beginner,Strength,,209.0,Vegetables,,51.8,261.8,53.6,Weight Loss,Breakfast,79.0,,3285.0,3076.0
Intermediate,HIIT,,864.0,Oats,,59.3,292.4,48.9,Weight Loss,Lunch,74.0,,3477.0,2613.0
Beginner,Cardio,,835.0,Milk,,38.6,146.3,66.0,Muscle Gain,Lunch,20.0,,1672.0,837.0
Intermediate,Cardio,,295.0,Milk,,58.8,68.7,11.9,Weight Loss,Breakfast,35.0,,2244.0,1949.0
Beginner,Strength,,877.0,Fish,,14.7,139.7,50.4,Fitness,Snack,26.0,,1665.0,788.0
Beginner,Strength,,802.0,Oats,,43.0,198.4,36.8,Muscle Gain,Lunch,35.0,,2183.0,1381.0
Advanced,Strength,,221.0,Vegetables,,71.5,75.4,11.9,Fitness,Snack,30.0,,2199.0,1978.0
Intermediate,Strength,,361.0,Oats,,55.2,285.3,25.6,Weight Loss,Breakfast,39.0,,2317.0,1956.0
Beginner,Cardio,,551.0,Paneer,,14.6,120.8,58.5,Weight Loss,Snack,49.0,,3489.0,2938.0
Advanced,Yoga,,461.0,Vegetables,,75.7,286.4,91.6,Muscle Gain,Lunch,58.0,,3320.0,2859.0
Intermediate,HIIT,,656.0,Oats,,75.9,238.7,86.1,Muscle Gain,Lunch,82.0,,3154.0,2498.0
Beginner,Yoga,,256.0,Rice,,29.8,70.3,24.0,Weight Loss,Dinner,81.0,,2996.0,2740.0
Advanced,Yoga,,666.0,Chicken,,35.1,278.9,51.7,Weight Loss,Lunch,60.0,,2441.0,1775.0
Beginner,HIIT,,214.0,Vegetables,,31.8,70.3,69.6,Fitness,Dinner,61.0,,3325.0,3111.0
Intermediate,Yoga,,898.0,Vegetables,,41.8,121.3,25.3,Fitness,Breakfast,74.0,,1221.0,323.0
Intermediate,Yoga,,158.0,Fish,,32.4,249.7,53.7,Muscle Gain,Lunch,26.0,,1301.0,1143.0
Advanced,Strength,,210.0,Fruits,,77.9,280.3,65.0,Muscle Gain,Dinner,22.0,,2315.0,2105.0
Beginner,Strength,,638.0,Chicken,,59.8,220.6,13.7,Fitness,Dinner,25.0,,2491.0,1853.0
Intermediate,Yoga,,248.0,Oats,,29.7,105.1,15.3,Muscle Gain,Lunch,67.0,,2934.0,2686.0
Beginner,Strength,,798.0,Vegetables,,31.3,281.7,79.5,Muscle Gain,Snack,70.0,,2536.0,1738.0
Intermediate,HIIT,,172.0,Fish,,47.0,231.9,61.2,Fitness,Breakfast,32.0,,2304.0,2132.0
Advanced,HIIT,,868.0,Fruits,,50.7,273.1,53.3,Weight Loss,Breakfast,40.0,,1474.0,606.0
Beginner,Cardio,,640.0,Chicken,,51.8,199.9,79.2,Weight Loss,Lunch,77.0,,2368.0,1728.0
Advanced,Yoga,,263.0,Milk,,35.2,114.4,57.6,Weight Loss,Snack,72.0,,1675.0,1412.0
Advanced,Yoga,,884.0,Rice,,38.5,66.5,55.6,Muscle Gain,Breakfast,44.0,,3480.0,2596.0
Intermediate,Strength,,388.0,Oats,,67.1,263.0,33.7,Weight Loss,Snack,71.0,,1870.0,1482.0
Advanced,Strength,,628.0,Paneer,,12.2,70.8,41.4,Fitness,Breakfast,44.0,,2703.0,2075.0
Advanced,Cardio,,274.0,Rice,,61.3,63.7,13.9,Fitness,Lunch,25.0,,1566.0,1292.0
Beginner,HIIT,,361.0,Egg,,13.1,213.6,26.0,Fitness,Lunch,74.0,,2837.0,2476.0
Beginner,Cardio,,254.0,Vegetables,,37.0,205.2,20.1,Fitness,Dinner,85.0,,2597.0,2343.0
Advanced,Strength,,414.0,Paneer,,47.5,99.0,51.0,Weight Loss,Lunch,70.0,,1789.0,1375.0
Intermediate,Yoga,,205.0,Fruits,,42.4,189.7,83.3,Weight Loss,Snack,45.0,,3302.0,3097.0
Beginner,HIIT,,303.0,Chicken,,46.1,132.8,98.8,Muscle Gain,Snack,76.0,,1656.0,1353.0
Advanced,Cardio,,357.0,Fish,,24.2,223.6,56.8,Muscle Gain,Lunch,55.0,,3100.0,2743.0
Beginner,HIIT,,323.0,Chicken,,24.4,132.4,69.3,Fitness,Dinner,43.0,,1790.0,1467.0
Intermediate,Strength,,227.0,Egg,,64.9,293.8,38.5,Fitness,Snack,74.0,,1492.0,1265.0
Intermediate,Strength,,725.0,Paneer,,78.4,51.2,81.7,Muscle Gain,Breakfast,88.0,,2085.0,1360.0
Beginner,Strength,,723.0,Paneer,,11.4,214.9,26.9,Fitness,Dinner,40.0,,2776.0,2053.0
Beginner,Yoga,,889.0,Egg,,14.4,224.2,40.3,Weight Loss,Lunch,41.0,,2064.0,1175.0
Advanced,Yoga,,814.0,Fish,,79.7,175.4,95.6,Weight Loss,Breakfast,58.0,,2880.0,2066.0
Beginner,Yoga,,367.0,Chicken,,58.1,160.4,54.1,Fitness,Snack,79.0,,3357.0,2990.0
Advanced,HIIT,,170.0,Egg,,69.0,136.1,47.8,Fitness,Snack,73.0,,1655.0,1485.0
Advanced,Strength,,295.0,Milk,,55.0,122.9,30.3,Muscle Gain,Lunch,82.0,,2337.0,2042.0
Beginner,Yoga,,203.0,Oats,,39.7,210.0,89.0,Fitness,Dinner,21.0,,1820.0,1617.0
Intermediate,Yoga,,718.0,Fish,,50.0,267.7,61.6,Fitness,Dinner,56.0,,3449.0,2731.0
Advanced,Cardio,,267.0,Egg,,42.6,170.6,99.4,Fitness,Breakfast,44.0,,2321.0,2054.0
Advanced,Cardio,,305.0,Milk,,33.6,156.0,53.9,Weight Loss,Snack,74.0,,1298.0,993.0
Beginner,HIIT,,648.0,Egg,,60.5,225.0,34.8,Weight Loss,Dinner,43.0,,1491.0,843.0
Beginner,HIIT,,435.0,Oats,,73.8,203.7,55.8,Muscle Gain,Snack,62.0,,2953.0,2518.0
Intermediate,Yoga,,785.0,Rice,,16.9,210.2,57.7,Weight Loss,Lunch,76.0,,1399.0,614.0
Beginner,HIIT,,651.0,Rice,,73.4,213.0,34.4,Fitness,Dinner,86.0,,1400.0,749.0
Advanced,Yoga,,528.0,Paneer,,30.9,121.3,13.4,Weight Loss,Dinner,35.0,,3049.0,2521.0
Beginner,Strength,,744.0,Egg,,32.2,265.8,25.8,Weight Loss,Dinner,79.0,,1242.0,498.0
Advanced,Strength,,610.0,Egg,,50.6,256.8,60.6,Weight Loss,Lunch,78.0,,1744.0,1134.0
Beginner,Cardio,,764.0,Milk,,28.4,126.3,35.1,Muscle Gain,Dinner,33.0,,2398.0,1634.0
Beginner,HIIT,,199.0,Milk,,57.7,99.7,10.4,Fitness,Dinner,46.0,,3098.0,2899.0
Beginner,Yoga,,686.0,Milk,,50.3,66.6,17.5,Fitness,Snack,25.0,,2564.0,1878.0
Beginner,Strength,,259.0,Fish,,28.6,170.7,14.1,Fitness,Dinner,89.0,,3008.0,2749.0
Intermediate,Strength,,793.0,Fish,,53.9,299.4,17.4,Weight Loss,Lunch,52.0,,1306.0,513.0
Advanced,Strength,,666.0,Fruits,,16.3,277.4,70.9,Muscle Gain,Dinner,21.0,,2276.0,1610.0
Intermediate,Yoga,,607.0,Milk,,33.5,294.3,33.4,Fitness,Breakfast,45.0,,1642.0,1035.0
Beginner,Yoga,,783.0,Fish,,22.8,149.9,23.0,Weight Loss,Lunch,64.0,,2253.0,1470.0
Intermediate,Cardio,,725.0,Egg,,29.8,113.9,74.8,Weight Loss,Snack,46.0,,2270.0,1545.0
Beginner,Yoga,,442.0,Fish,,41.4,210.5,11.6,Weight Loss,Lunch,50.0,,1224.0,782.0
Advanced,Strength,,453.0,Milk,,42.2,166.1,50.8,Weight Loss,Lunch,27.0,,3483.0,3030.0
Advanced,Cardio,,529.0,Milk,,38.1,266.8,29.3,Muscle Gain,Dinner,57.0,,1559.0,1030.0
Intermediate,HIIT,,504.0,Fish,,55.6,129.3,85.7,Muscle Gain,Lunch,30.0,,2745.0,2241.0
Intermediate,Strength,,843.0,Fish,,28.6,189.5,35.1,Fitness,Dinner,30.0,,3048.0,2205.0
Advanced,Strength,,394.0,Fish,,21.4,273.4,87.6,Fitness,Lunch,33.0,,2941.0,2547.0
Beginner,Cardio,,451.0,Paneer,,41.9,283.1,63.9,Weight Loss,Lunch,31.0,,3148.0,2697.0
Beginner,Yoga,,620.0,Egg,,51.3,148.6,30.9,Weight Loss,Breakfast,88.0,,2729.0,2109.0
Advanced,Cardio,,759.0,Paneer,,69.3,223.8,74.6,Fitness,Breakfast,66.0,,1675.0,916.0
Intermediate,Cardio,,466.0,Paneer,,60.2,286.3,92.8,Fitness,Lunch,61.0,,1663.0,1197.0
Beginner,Yoga,,399.0,Fruits,,36.5,192.3,48.8,Muscle Gain,Breakfast,57.0,,3242.0,2843.0
Beginner,Strength,,583.0,Rice,,27.5,78.6,93.7,Fitness,Snack,82.0,,2555.0,1972.0
Advanced,Yoga,,861.0,Paneer,,51.2,97.2,52.7,Weight Loss,Snack,51.0,,2289.0,1428.0
Intermediate,Strength,,646.0,Rice,,65.0,96.2,31.0,Muscle Gain,Breakfast,76.0,,3249.0,2603.0
Beginner,HIIT,,881.0,Paneer,,42.4,247.8,14.4,Fitness,Dinner,25.0,,1578.0,697.0
Intermediate,Yoga,,620.0,Fish,,74.0,287.0,40.1,Muscle Gain,Snack,53.0,,1361.0,741.0
Intermediate,Strength,,556.0,Oats,,69.8,93.9,52.6,Weight Loss,Lunch,26.0,,2589.0,2033.0
Intermediate,Cardio,,703.0,Egg,,39.7,181.0,92.7,Fitness,Dinner,70.0,,1870.0,1167.0
Beginner,Yoga,,446.0,Fruits,,43.7,224.2,81.8,Fitness,Lunch,86.0,,2324.0,1878.0
Intermediate,Yoga,,420.0,Fish,,74.1,252.1,34.8,Fitness,Lunch,85.0,,2207.0,1787.0
Beginner,HIIT,,850.0,Vegetables,,50.4,87.5,67.8,Weight Loss,Breakfast,82.0,,3270.0,2420.0
Advanced,Cardio,,740.0,Fruits,,52.4,176.7,19.6,Weight Loss,Breakfast,85.0,,3010.0,2270.0
Beginner,Strength,,796.0,Vegetables,,67.9,114.7,53.1,Weight Loss,Lunch,32.0,,2040.0,1244.0
Beginner,Cardio,,407.0,Egg,,41.5,216.0,45.7,Fitness,Lunch,35.0,,2048.0,1641.0
Advanced,Yoga,,573.0,Egg,,49.3,261.7,53.9,Weight Loss,Breakfast,22.0,,3388.0,2815.0
Beginner,Yoga,,712.0,Fish,,68.1,187.5,91.1,Weight Loss,Dinner,38.0,,3157.0,2445.0
Beginner,Cardio,,719.0,Rice,,24.8,249.7,99.5,Fitness,Lunch,46.0,,2650.0,1931.0
Advanced,Yoga,,292.0,Oats,,33.6,222.9,79.5,Muscle Gain,Dinner,60.0,,2562.0,2270.0
Advanced,Cardio,,209.0,Paneer,,60.7,57.3,18.2,Muscle Gain,Snack,83.0,,2270.0,2061.0
Beginner,Yoga,,521.0,Vegetables,,10.6,236.5,26.0,Fitness,Breakfast,58.0,,1693.0,1172.0
Beginner,HIIT,,649.0,Egg,,34.8,125.7,61.9,Weight Loss,Dinner,48.0,,1218.0,569.0
Beginner,HIIT,,723.0,Oats,,62.7,136.7,47.7,Muscle Gain,Breakfast,81.0,,2723.0,2000.0
Advanced,Yoga,,472.0,Chicken,,40.4,244.2,85.7,Weight Loss,Lunch,40.0,,3037.0,2565.0
Beginner,Cardio,,520.0,Milk,,29.3,291.5,84.0,Muscle Gain,Breakfast,32.0,,3002.0,2482.0
Beginner,Cardio,,273.0,Egg,,74.6,202.9,48.7,Muscle Gain,Lunch,30.0,,3067.0,2794.0
Intermediate,Cardio,,408.0,Oats,,51.1,259.2,61.0,Weight Loss,Snack,85.0,,2761.0,2353.0
Intermediate,HIIT,,816.0,Milk,,60.8,233.0,41.6,Fitness,Dinner,33.0,,2692.0,1876.0
Beginner,Strength,,868.0,Fruits,,35.5,267.2,17.3,Fitness,Lunch,59.0,,2280.0,1412.0
Advanced,Strength,,579.0,Paneer,,37.0,202.0,88.5,Fitness,Lunch,78.0,,1356.0,777.0
Advanced,Yoga,,186.0,Milk,,73.2,280.2,44.8,Muscle Gain,Lunch,25.0,,1438.0,1252.0
Beginner,Cardio,,370.0,Rice,,53.5,220.8,29.8,Weight Loss,Dinner,40.0,,2073.0,1703.0
Advanced,Strength,,396.0,Fish,,72.2,169.9,28.4,Muscle Gain,Breakfast,31.0,,1200.0,804.0
Beginner,Cardio,,877.0,Fruits,,79.7,148.6,19.1,Muscle Gain,Lunch,89.0,,2923.0,2046.0
Beginner,Strength,,683.0,Rice,,69.3,143.6,67.2,Weight Loss,Lunch,51.0,,1743.0,1060.0
Advanced,Strength,,646.0,Rice,,75.9,155.8,77.0,Muscle Gain,Breakfast,46.0,,1524.0,878.0
Beginner,Yoga,,204.0,Vegetables,,12.5,214.1,68.7,Fitness,Dinner,32.0,,3214.0,3010.0
Advanced,Yoga,,512.0,Paneer,,47.0,100.5,62.2,Weight Loss,Snack,47.0,,1474.0,962.0
Intermediate,Yoga,,790.0,Fish,,52.4,152.5,56.8,Weight Loss,Lunch,49.0,,2394.0,1604.0
Beginner,Strength,,272.0,Fruits,,62.4,266.0,29.0,Fitness,Snack,52.0,,1921.0,1649.0
Intermediate,HIIT,,842.0,Paneer,,33.2,157.8,15.4,Fitness,Dinner,26.0,,2623.0,1781.0
Beginner,Strength,,582.0,Paneer,,20.3,281.3,31.4,Fitness,Snack,84.0,,3424.0,2842.0
Advanced,Cardio,,790.0,Paneer,,17.6,80.7,86.7,Weight Loss,Dinner,44.0,,2990.0,2200.0
Intermediate,Yoga,,528.0,Egg,,56.8,104.6,46.7,Weight Loss,Lunch,78.0,,3184.0,2656.0
Intermediate,Strength,,426.0,Vegetables,,14.6,154.8,85.2,Muscle Gain,Snack,63.0,,2199.0,1773.0
Intermediate,Strength,,244.0,Fruits,,77.1,99.5,90.0,Muscle Gain,Lunch,53.0,,1610.0,1366.0
Intermediate,Cardio,,350.0,Oats,,72.5,129.4,77.0,Muscle Gain,Breakfast,28.0,,2076.0,1726.0
Advanced,Yoga,,666.0,Egg,,21.3,78.0,21.4,Weight Loss,Lunch,64.0,,2691.0,2025.0
Beginner,Strength,,207.0,Paneer,,20.5,177.8,96.5,Muscle Gain,Dinner,32.0,,2670.0,2463.0
Advanced,Yoga,,489.0,Paneer,,13.0,291.7,55.2,Weight Loss,Breakfast,21.0,,2677.0,2188.0
Intermediate,HIIT,,603.0,Chicken,,18.7,205.5,16.2,Fitness,Lunch,84.0,,1783.0,1180.0
Beginner,Strength,,633.0,Egg,,69.6,88.2,39.5,Weight Loss,Dinner,21.0,,1728.0,1095.0
Intermediate,HIIT,,894.0,Vegetables,,57.1,104.4,67.3,Weight Loss,Breakfast,36.0,,3146.0,2252.0
Intermediate,Strength,,876.0,Fish,,55.5,287.4,45.9,Muscle Gain,Breakfast,82.0,,1719.0,843.0
Beginner,Cardio,,431.0,Rice,,77.7,67.5,60.6,Fitness,Lunch,59.0,,2549.0,2118.0
Intermediate,HIIT,,791.0,Chicken,,51.1,126.9,45.0,Weight Loss,Snack,81.0,,1446.0,655.0
Intermediate,HIIT,,260.0,Vegetables,,21.2,134.0,14.9,Weight Loss,Dinner,67.0,,3277.0,3017.0
Advanced,HIIT,,733.0,Egg,,69.8,154.2,13.8,Weight Loss,Dinner,80.0,,2281.0,1548.0
Intermediate,HIIT,,224.0,Fruits,,45.8,124.2,35.1,Fitness,Dinner,43.0,,1873.0,1649.0
Intermediate,Yoga,,321.0,Chicken,,19.8,296.9,96.0,Weight Loss,Breakfast,49.0,,2682.0,2361.0
Advanced,HIIT,,290.0,Oats,,54.1,288.4,73.7,Fitness,Breakfast,20.0,,1786.0,1496.0
Intermediate,Strength,,334.0,Rice,,77.1,78.8,31.3,Muscle Gain,Breakfast,33.0,,2403.0,2069.0
Advanced,Strength,,841.0,Rice,,42.5,164.4,94.2,Weight Loss,Snack,72.0,,1398.0,557.0
